period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
8/1/2016,8/31/2016,30,county,5,1537,f,"George County, MS",,Mississippi,MS,Single Family Residential,6,130000,0.109688434,-0.036323202,115950,-0.090231463,0.031124944,93.88888889,0.202428717,0.321713262,73.8796816,0.141599041,-0.066409657,19,0.357142857,0.117647059,8,0,0.142857143,16,0,0.142857143,102,-0.072727273,-0.055555556,5.4,-2.5,-1,117,31,-3,0.955317851,0.003721486,0.005412432,0.105263158,-0.037593985,0.105263158,,,,0,0,0,Mississippi nonmetropolitan area,,3/19/2023
7/1/2021,7/31/2021,30,county,5,3052,f,"Manassas, VA",,Virginia,VA,All Residential,-1,380500,-0.057001239,0.185358255,375000,0,0.018329939,220.4301075,0.001169739,0.140948518,213.0069103,-0.007612016,0.103995041,87,0.279411765,0.191780822,80,0.038961039,0.025641026,76,-0.2,-0.025641026,77,-0.06097561,-0.025316456,0.9,-0.3,-0.2,23,17,-12,1.017799469,-0.011927845,0.020420977,0.620689655,-0.070486815,0.291922532,0.298701299,0.103579347,0.134144337,0.3625,-0.143993506,-0.163141026,"Washington, DC",47894,3/19/2023
8/1/2017,8/31/2017,30,county,5,1503,f,"Stearns County, MN",,Minnesota,MN,Townhouse,13,189000,0.421052632,0.488188976,179900,0.04048583,0.058235294,121.6955333,0.204411537,0.362206118,98.30601093,0.066746252,0.068223605,9,-0.1,0.125,9,0.8,3.5,17,0.888888889,1.125,21,0.3125,0.05,2.3,0.7,-0.2,38,-65,5,0.971124247,0.006994394,0.013129436,0.111111111,0.111111111,0.111111111,0.428571429,0.241071429,0.278571429,0.222222222,-0.377777778,0.222222222,"St. Cloud, MN",41060,3/19/2023
6/1/2015,6/30/2015,30,county,5,119,f,"Autauga County, AL",,Alabama,AL,Single Family Residential,6,177000,0.10625,0.137225171,172500,-0.056861673,0.015303119,89.94739918,0.068523341,0.024618199,92.63190154,0.022302156,-0.008290645,63,0,0.105263158,32,0,0.185185185,86,-0.022727273,0.023809524,375,0.002673797,-0.0234375,6,0.1,-0.7,101,-2,-15,0.969909825,-0.00817599,0.012447297,0.047619048,-0.047619048,-0.09273183,,,,0.09375,0.03125,0.019675926,"Montgomery, AL",33860,3/19/2023
10/1/2022,10/31/2022,30,county,5,1303,f,"Penobscot County, ME",,Maine,ME,All Residential,-1,241500,0.05,0.073333333,217450,-0.129851941,0.03547619,149.8470948,-0.009181879,0.119038018,146.4407068,-0.015060798,0.111956553,169,-0.128865979,-0.163366337,120,-0.142857143,-0.183673469,108,-0.289473684,-0.234042553,329,-0.127320955,0.115254237,1.9,0,0.4,41,3,25,0.983402529,0.005096963,0.003235895,0.366863905,0.031812359,0.020329252,0.288753799,-0.058726307,-0.073958065,0.35,0.057142857,-0.153401361,"Bangor, ME",12620,3/19/2023
7/1/2017,7/31/2017,30,county,5,2682,f,"Collin County, TX",,Texas,TX,Single Family Residential,6,332500,-0.036231884,0.079545455,330000,-0.029126214,0.047619048,132.6259947,-0.009785648,0.065634446,134.3766865,-0.005267309,0.061298253,1579,-0.094090648,0.046388337,1545,0.033444816,0.095744681,2031,-0.131680205,0.036753446,4458,0.047708578,0.246644295,2.8,0.4,0.4,30,1,5,0.990519526,-0.001932727,-0.00727799,0.271057631,-0.045063998,-0.08546987,0.342081651,0.03326849,0.052931763,0.271197411,-0.031143726,-0.028802589,"Dallas, TX",19124,3/19/2023
6/1/2022,6/30/2022,30,county,5,1770,f,"Yellowstone County, MT",,Montana,MT,Condo/Co-op,3,250000,0.123595506,0.256597135,399900,0,0.290416263,182.7956989,0.203598098,0.50802208,179.3361992,0.02794562,0.213129935,3,-0.625,-0.7,5,-0.444444444,-0.285714286,10,1,0.666666667,14,0.555555556,-0.3,4.7,3.6,2.7,39,7,-10,,,,0,0,0,,,,0.2,-0.022222222,0.2,"Billings, MT",13740,3/19/2023
11/1/2018,11/30/2018,30,county,5,1643,f,"Holt County, MO",,Missouri,MO,Single Family Residential,6,130100,0.182727273,0.02764613,184950,1.46929239,1.175882353,58.08035714,-0.38862782,-0.242518419,96.0528066,0.373163783,,3,0,0.5,,,,2,0,1,5,0,-0.166666667,1.7,0,-1.3,192,132,-134,0.928454367,-0.004735632,-0.007378967,0,-0.333333333,0,,,,,,,Missouri nonmetropolitan area,,3/19/2023
5/1/2016,5/31/2016,30,county,5,2599,f,"McNairy County, TN",,Tennessee,TN,All Residential,-1,79750,-0.061764706,-0.140161725,129900,0.332307692,0.082955744,47.57142857,-0.290601504,-0.213695396,74.91666667,0.10796574,0.025865348,16,0.454545455,0,9,0.5,3.5,29,0.526315789,0.8125,137,0.087301587,0.014814815,8.6,-2.9,0.2,70,-59,-16,0.96376623,0.068090725,0.020899682,0.3125,0.3125,0.1875,0.102189781,-0.000984822,0.050337929,0.333333333,-0.166666667,0.333333333,Tennessee nonmetropolitan area,,3/19/2023
5/1/2015,5/31/2015,30,county,5,3062,f,"Richmond City County, VA",,Virginia,VA,Townhouse,13,243500,-0.018145161,-0.290180589,215000,-0.044444444,0.017871938,197.0064725,0.167324113,0.503645602,133.6731283,-0.035928898,0.008246056,3,-0.4,-0.5,7,0.75,0.166666667,6,-0.333333333,2,10,-0.230769231,-0.285714286,3.3,0.7,1,10,-15,-41,0.994402047,0.010249947,0.046577948,0,-0.2,0,0.3,0.069230769,,0.428571429,0.178571429,0.428571429,"Richmond, VA",40060,3/19/2023
10/1/2012,10/31/2012,30,county,5,2340,f,"Jefferson County, OR",,Oregon,OR,Single Family Residential,6,126600,0.235121951,0.272361809,140000,0.1676397,0.473684211,81.10745387,0.147926187,0.257194664,91.99134199,0.491486291,0.552929665,20,0.25,0.428571429,1,-0.923076923,-0.916666667,19,1.111111111,0.055555556,108,0.009345794,0.08,5.4,-1.3,-1.7,59,14,10,0.9866824,0.010752614,0.0343604,0.3,0.1125,0.085714286,,,,1,0.769230769,0.666666667,Oregon nonmetropolitan area,,3/19/2023
10/1/2015,10/31/2015,30,county,5,188,f,"Anchorage Borough, AK",,Alaska,AK,Single Family Residential,6,309750,-0.046923077,-0.03206906,295000,-0.051446945,0.038732394,175.7213479,-0.050789121,-0.020927461,175.0429516,-0.009384618,0.034569898,286,-0.046666667,0,227,-0.099206349,0.060747664,251,-0.163333333,0.05907173,1022,-0.108202443,0.022,3.6,-0.2,0.1,77,7,1,0.98861324,-0.001659621,0.00188566,0.181818182,-0.061515152,0.006993007,,,,0.052863436,0.005244389,0.010807361,"Anchorage, AK",11260,3/19/2023
5/1/2017,5/31/2017,30,county,5,620,f,"Putnam County, GA",,Georgia,GA,Townhouse,13,250000,,2.90625,334900,,0.34497992,88.65248227,,1.160904255,149.8501499,,0.136111006,1,,-0.75,2,,-0.333333333,5,,1.5,14,,0.555555556,14,,11.7,32,,-43,1.00040016,,0.022885367,1,,1,,,,0,,0,Georgia nonmetropolitan area,,3/19/2023
10/1/2014,10/31/2014,30,county,5,2968,f,"Fluvanna County, VA",,Virginia,VA,All Residential,-1,209000,0.224011713,0.202082075,218750,0.094297149,0.237623762,103.5548787,0.000337935,0.044569429,99.44444444,-0.072820788,-0.026796117,40,0.176470588,0.333333333,9,0.125,0.285714286,44,0.419354839,0.128205128,319,-0.047761194,0.045901639,8,-1.9,-2.2,137,-11,-33,0.971035805,0.014087155,-0.007432097,0.175,-0.030882353,-0.025,,,,0.111111111,0.111111111,0.111111111,"Charlottesville, VA",16820,3/19/2023
11/1/2017,11/30/2017,30,county,5,2987,f,"Lancaster County, VA",,Virginia,VA,All Residential,-1,234000,-0.659636364,-0.665714286,422000,0.765690377,-0.821186441,88.54354897,-0.348640106,-0.58713408,168.8972394,0.352778075,-0.510767322,5,0.25,4,4,0.333333333,,2,-0.714285714,0,40,-0.14893617,-0.090909091,8,-3.8,-36,58,-33,-479,0.940959373,-0.030369132,0.018693233,0.2,-0.05,0.2,,,,0,0,,Virginia nonmetropolitan area,,3/19/2023
5/1/2022,5/31/2022,30,county,5,722,f,"Christian County, IL",,Illinois,IL,Single Family Residential,6,85500,0.017857143,-0.185714286,101400,0.068493151,0.19434629,71.42857143,0.132483854,-0.005416385,70.13888889,0.11722902,-0.096924177,39,0.625,-0.093023256,22,-0.043478261,0.1,33,-0.083333333,0.222222222,67,-0.014705882,-0.238636364,1.7,-1.1,-0.3,42,-12,-53,0.935922438,-0.043013234,-0.009565559,0.205128205,-0.169871795,0.019081694,0.134328358,0.060798946,,0.409090909,0.061264822,0.259090909,"Taylorville, IL",45380,3/19/2023
1/1/2016,1/31/2016,30,county,5,2105,f,"Yadkin County, NC",,North Carolina,NC,All Residential,-1,141500,0.071969697,0.979020979,154900,0.860660661,0.08931083,78.52043068,0.012161567,0.49623954,94.47850041,0.327192705,0.204860956,4,-0.666666667,-0.666666667,6,1,1,18,1.25,-0.1,107,-0.036036036,-0.201492537,26.8,17.5,15.6,121,39,14,0.868289087,-0.06435987,-0.047884091,0,-0.083333333,-0.166666667,0.102803738,-0.00530437,,0.166666667,0.166666667,0.166666667,"Winston-Salem, NC",49180,3/19/2023
5/1/2014,5/31/2014,30,county,5,1894,f,"Camden County, NJ",,New Jersey,NJ,All Residential,-1,170500,0.002941176,0.020958084,169900,-0.055586437,-0.056111111,102.692075,0.003560625,0.017881483,108.0905124,-0.013369527,-0.033979649,428,0.163043478,0.014218009,384,0.018567639,0.126099707,882,-0.024336283,0.108040201,3498,0.056478405,-0.001712329,8.2,-0.8,-0.1,53,-25,-14,0.948168513,-0.001755614,-0.001212184,0.123831776,0.009701341,0.012457368,0.241280732,0.014159016,0.044077535,0.286458333,-0.047759173,-0.018527004,"Camden, NJ",15804,3/19/2023
9/1/2013,9/30/2013,30,county,5,2664,f,"Brown County, TX",,Texas,TX,Townhouse,13,118000,,,,,,82.98171589,,,,,,1,,,,,,,,,1,,,1,,,66,,,0.944,,,0,,,,,,,,,"Brownwood, TX",15220,3/19/2023
2/1/2013,2/28/2013,30,county,5,3163,f,"Adams County, WI",,Wisconsin,WI,Single Family Residential,6,72000,-0.346938776,0.107692308,129500,0.36459431,0.312056738,57.03146853,-0.100942154,-0.0800746,75.20325203,-0.132270169,0.058529942,20,-0.285714286,0.176470588,3,2,0.5,23,0.352941176,-0.258064516,291,-0.023489933,-0.175637394,14.6,4,-6.2,272,-587,-10,0.898840288,0.025926024,-0.007907788,0,-0.035714286,-0.117647059,,,,0,0,0,Wisconsin nonmetropolitan area,,3/19/2023
5/1/2015,5/31/2015,30,county,5,883,f,"Rush County, IN",,Indiana,IN,Single Family Residential,6,85000,-0.085037675,0,129900,0.444938821,0.087029289,59.4739988,0.250488788,0.421778418,53.55912744,-0.037750557,-0.098304121,13,0.181818182,-0.315789474,6,0.2,-0.142857143,19,0.266666667,-0.296296296,81,0,-0.138297872,6.2,-1.2,1.3,107,-61,-47,0.909754943,-0.003859452,-0.000774418,0,-0.181818182,-0.052631579,0.172839506,0.024691358,,0.166666667,0.166666667,0.023809524,Indiana nonmetropolitan area,,3/19/2023
4/1/2021,4/30/2021,30,county,5,355,f,"Trinity County, CA",,California,CA,All Residential,-1,287000,-0.116923077,-0.125,425000,0.197267413,0.214632752,175.4411765,-0.181634389,-0.320977669,200,-0.021689653,0.076190476,18,-0.419354839,-0.217391304,5,0,-0.285714286,25,0.5625,0.923076923,83,0.092105263,-0.271929825,4.6,2.1,-0.4,165,-33,14,0.952654769,-0.00035513,-0.004612494,0.111111111,0.014336918,-0.019323671,,,,0,0,-0.142857143,California nonmetropolitan area,,3/19/2023
12/1/2016,12/31/2016,30,county,5,2302,f,"Oklahoma County, OK",,Oklahoma,OK,Single Family Residential,6,159950,0.002821317,-0.000936914,154900,-0.085866037,0.03335557,93.66084801,0.012812551,0.033206428,94.52122946,-0.028512304,0.060563049,864,0.139841689,0.073291925,455,-0.237855946,-0.06185567,660,-0.25,-0.029411765,3031,-0.055468993,-0.021310946,3.5,-0.7,-0.3,49,8,1,0.973511296,-0.00086363,0.003949361,0.203703704,-0.025847747,0.00494594,0.147806005,-0.078121075,0.011868,0.316483516,-0.053700738,-0.001042257,"Oklahoma City, OK",36420,3/19/2023
1/1/2021,1/31/2021,30,county,5,422,f,"Washington County, CO",,Colorado,CO,All Residential,-1,167255,0.04534375,0.623834951,196000,0.6,0.623188406,73.41509335,-0.137848329,-0.125433791,98.15852087,0.109845676,0.237981927,4,0,-0.428571429,1,-0.75,0,2,-0.6,-0.5,11,0.1,0,2.8,0.3,1.2,23,-79,-39,0.976320693,0.081001917,0.067591226,0.25,0.25,0.107142857,0.090909091,-0.109090909,-0.363636364,1,0.25,0,Colorado nonmetropolitan area,,3/19/2023
2/1/2021,2/28/2021,30,county,5,1151,f,"Graves County, KY",,Kentucky,KY,All Residential,-1,108500,-0.453400504,-0.137176938,149000,0.31277533,0.202582728,70.67555314,-0.240739125,0.137876406,83.87096774,0.026879324,0.079975359,18,0.125,0.2,14,0.272727273,0.555555556,9,-0.653846154,-0.526315789,54,-0.169230769,-0.46,3,-1.1,-3.7,55,-19,-19,0.95616094,-0.022880691,-0.000815049,0.111111111,-0.013888889,-0.088888889,,,,0,0,-0.111111111,"Mayfield, KY",32460,3/19/2023
9/1/2021,9/30/2021,30,county,5,1230,f,"Acadia Parish, LA",,Louisiana,LA,Single Family Residential,6,125000,0.077586207,-0.034749035,170000,-0.16028649,0.097128106,86.45833333,0.39864881,0.137609649,90.60119194,-0.170495754,0.142216433,25,0.19047619,0.19047619,19,0.357142857,1.714285714,30,-0.090909091,0.071428571,86,0.075,-0.011494253,3.4,-0.4,-0.7,70,10,-42,0.920220492,-0.03454896,-0.047041829,0.16,0.017142857,0.017142857,,,,0,-0.142857143,0,"Lafayette, LA",29180,3/19/2023
9/1/2013,9/30/2013,30,county,5,398,f,"Lincoln County, CO",,Colorado,CO,All Residential,-1,200000,3.848484848,2.219989696,79900,-0.222005842,-0.439101439,82.85004143,3.033322559,1.734456867,47.56944444,0.351114644,-0.212435202,3,0.5,0,2,0,0,6,2,0,35,0.060606061,0.129032258,11.7,-4.8,1.4,114,40,64,0.938648948,-0.053351052,-0.207335674,0,0,-0.333333333,,,,0,0,0,Colorado nonmetropolitan area,,3/19/2023
6/1/2019,6/30/2019,30,county,5,959,f,"Keokuk County, IA",,Iowa,IA,All Residential,-1,42000,-0.389090909,,114250,0.57694962,,38.58024691,0.006981308,,90.1760385,0.298534954,,5,0.25,,1,-0.5,,6,-0.25,,25,0.041666667,,5,-1,,242,-6,,0.937133722,0.0128058,,0,-0.25,,,,,0,-0.5,,Iowa nonmetropolitan area,,3/19/2023
3/1/2015,3/31/2015,30,county,5,2955,f,"Charles City County, VA",,Virginia,VA,Single Family Residential,6,96500,-0.160139252,-0.141268076,42500,-0.768297669,-0.791154791,75,-0.12932745,-0.214112651,42.74924471,-0.620006714,-0.645757663,4,-0.2,0,2,-0.6,0,5,-0.166666667,-0.375,33,-0.108108108,-0.326530612,8.3,0.9,-4,82,-26,-17,0.971668706,0.030678405,0.059389766,0.25,0.25,-0.25,0.03030303,,,0,-0.2,0,"Richmond, VA",40060,3/19/2023
8/1/2014,8/31/2014,30,county,5,2106,f,"Yancey County, NC",,North Carolina,NC,All Residential,-1,187500,0.136363636,-0.013157895,174900,-0.076801267,0.667302193,107.3154225,0.05222948,0.343393971,124.5169601,-0.00360438,0.374630788,14,0.166666667,-0.333333333,3,0,2,7,-0.681818182,-0.631578947,83,-0.107526882,-0.135416667,5.9,-1.9,1.3,134,-21,-8,0.946113811,-0.002577024,-0.002979495,0.071428571,-0.011904762,0.023809524,,,,0,0,-1,North Carolina nonmetropolitan area,,3/19/2023
3/1/2017,3/31/2017,30,county,5,1985,f,"Queens County, NY",,New York,NY,Multi-Family (2-4 Unit),4,788000,0.010904426,0.176119403,600000,0.020408163,0.153846154,403.0921392,0.078400103,0.384856429,457.6470588,-0.020743637,0.171426935,184,0.260273973,0.226666667,149,0.37962963,-0.026143791,331,0.379166667,0.067741935,979,0.045940171,0.045940171,5.3,-1.1,-0.9,62,-7,-29,0.959172651,-0.004014288,0.017059522,0.201086957,0.023004765,0.087753623,0.121552605,0.042492776,0.017920126,0.208053691,0.041387025,0.005439312,"New York, NY",35614,3/19/2023
10/1/2019,10/31/2019,30,county,5,1540,f,"Hancock County, MS",,Mississippi,MS,Condo/Co-op,3,58500,0.172344689,-0.1,179900,-0.077435897,0.295782764,91.54929577,0.067357084,-0.039482798,107.5878378,-0.078191584,0.190865767,7,0.4,1.333333333,3,0.5,0,2,1,-0.6,13,-0.235294118,-0.59375,1.9,-1.5,-8.8,123,-564,75,0.936423316,-0.000294569,-0.010925219,0,0,0,,,,0,0,0,"Gulfport, MS",25060,3/19/2023
2/1/2022,2/28/2022,30,county,5,1892,f,"Bergen County, NJ",,New Jersey,NJ,Multi-Family (2-4 Unit),4,623000,0.000803213,0.074137931,622500,0.075129534,0.082608696,287.0923289,0.017403407,0.089039108,345.943263,0.019212066,0.093835912,60,-0.268292683,-0.076923077,23,-0.452380952,0.095238095,61,-0.102941176,-0.265060241,246,-0.0390625,-0.221518987,4.1,1,-0.8,107,5,-1,0.997810248,-0.011802451,-0.005396477,0.433333333,-0.091056911,-0.058974359,0.040650407,0.005494157,-0.006817948,0.304347826,0.113871636,0.113871636,"New York, NY",35614,3/19/2023
4/1/2015,4/30/2015,30,county,5,482,f,"Okaloosa County, FL",,Florida,FL,All Residential,-1,190000,-0.073170732,0.079545455,205000,-0.088483771,-0.02334445,112.3273944,-0.096216367,0.039830736,122.6311337,-0.083487175,0.045574554,418,0.004807692,0.379537954,227,0.118226601,0.384146341,593,-0.003361345,0.142581888,2507,0.022847817,0.027880279,6,0.1,-2,118,2,4,0.965338032,0.003856856,0.008833368,0.105263158,-0.019736842,0.019454577,,,,0.110132159,0.021462208,0.030863866,"Crestview, FL",18880,3/19/2023
6/1/2016,6/30/2016,30,county,5,2458,f,"Horry County, SC",,South Carolina,SC,Single Family Residential,6,209900,0.077792041,0.076410256,179900,-0.016402406,0.028881899,112.2584943,0.015582623,0.036422171,117.9473684,-0.002819168,0.046481888,704,0.146579805,0.033773862,284,0.122529644,0.100775194,700,-0.080157687,0.035502959,3712,-0.043052333,0.022307904,5.3,-1,0,125,2,1,0.974081635,-0.002332124,-0.001726627,0.090909091,-0.039384069,-0.051528501,,,,0.052816901,0.017243779,-0.01695054,"Myrtle Beach, SC",34820,3/19/2023
9/1/2012,9/30/2012,30,county,5,501,f,"Wakulla County, FL",,Florida,FL,Single Family Residential,6,150250,0.155769231,-0.098950525,139900,0.190638298,-0.082619943,92.04477179,0.033733591,0.041104299,82.56198347,-0.030929694,-0.081302076,14,-0.44,-0.3,5,-0.444444444,-0.166666667,31,-0.261904762,0.033333333,225,0.022727273,0.130653266,16.1,7.3,6.1,169,-49,-3,0.971411595,0.056985403,0.055828435,0.142857143,0.102857143,-0.007142857,,,,0,-0.111111111,-0.333333333,"Tallahassee, FL",45220,3/19/2023
8/1/2015,8/31/2015,30,county,5,1512,f,"Washington County, MN",,Minnesota,MN,Condo/Co-op,3,197450,0.344546399,0.05899705,249900,-0.011381573,0,158.9648117,0.395396845,0.021657011,119.5773525,-0.013157895,0.00182303,4,-0.5,-0.333333333,3,0,2,2,-0.8,-0.777777778,16,-0.2,-0.238095238,4,1.5,0.5,38,-2,13,0.982326602,-0.001658407,0.063815441,0.25,0.125,0.25,0.25,0.1,0.107142857,0,0,-1,"Minneapolis, MN",33460,3/19/2023
10/1/2020,10/31/2020,30,county,5,846,f,"Henry County, IN",,Indiana,IN,Multi-Family (2-4 Unit),4,35000,0.102362205,0.129032258,94400,0.061867267,,17.33088731,1.111502998,0.190799677,69.21181322,0.139028698,,3,-0.25,0,2,1,0,2,-0.714285714,,12,-0.076923077,0.5,4,0.7,1.3,42,-51,-1,0.849982073,0.002983348,0.073039717,0,0,0,,,,0.5,0.5,0.5,"New Castle, IN",35220,3/19/2023
11/1/2020,11/30/2020,30,county,5,984,f,"Poweshiek County, IA",,Iowa,IA,All Residential,-1,166250,-0.215801887,0.108333333,139900,-0.189924725,0.09811617,130.8431196,-0.051861452,0.063318419,96.09375,-0.223260681,-0.092197877,26,-0.103448276,0.368421053,15,-0.117647059,0.666666667,11,-0.3125,0.1,51,-0.215384615,-0.346153846,2,-0.2,-2.1,86,-1,-12,0.965746321,0.001681735,0.020752899,0.076923077,-0.026525199,-0.08097166,,,,0.133333333,0.074509804,0.133333333,Iowa nonmetropolitan area,,3/19/2023
1/1/2019,1/31/2019,30,county,5,993,f,"Union County, IA",,Iowa,IA,Single Family Residential,6,59000,-0.048387097,,126000,1.80623608,,43.31881861,0.126931044,,89.73338639,1.369658359,,6,1,,1,0,,8,0.142857143,,51,0.085106383,,8.5,-7.2,,235,131,,0.867653193,-0.034142279,,0,0,,,,,0,0,,Iowa nonmetropolitan area,,3/19/2023
6/1/2012,6/30/2012,30,county,5,433,f,"Kent County, DE",,Delaware,DE,Multi-Family (2-4 Unit),4,63177,-0.313293478,-0.115168067,189900,0.073487846,-0.013506494,37.16294118,-0.091931611,0.407403262,100.8870117,0.014635089,-0.032744397,1,0,-0.5,,,,3,2,0,9,0.125,-0.307692308,9,1,2.5,25,-18,-144,0.988685446,0.221379358,0.147696047,0,0,0,,,,,,,"Dover, DE",20100,3/19/2023
11/1/2022,11/30/2022,30,county,5,370,f,"Cheyenne County, CO",,Colorado,CO,Single Family Residential,6,275000,,1.391304348,96000,,,73.72654155,,0.010374169,95.9040959,,,1,,0,,,,1,,,4,,0,4,,0,98,,-35,1,,0.041666667,0,,0,,,,,,,Colorado nonmetropolitan area,,3/19/2023
2/1/2019,2/28/2019,30,county,5,2035,f,"Davidson County, NC",,North Carolina,NC,Townhouse,13,177450,-0.038211382,0.591551191,199985,0.25068793,0.111645359,111.8164998,0.040209233,0.417191771,107.9439252,0.089615257,0.032579874,14,0.555555556,0.166666667,5,-0.166666667,-0.375,8,-0.428571429,-0.619047619,27,0,-0.413043478,1.9,-1.1,-1.9,36,-64,-117,1.00405317,0.004752904,0.008658729,0.571428571,0.126984127,0.488095238,0.074074074,0.037037037,0.008856683,0.2,-0.3,-0.05,"Winston-Salem, NC",49180,3/19/2023
4/1/2014,4/30/2014,30,county,5,692,f,"Idaho County, ID",,Idaho,ID,Single Family Residential,6,76500,-0.453571429,-0.485714286,299900,0.910191083,0.163530553,,,,111.066879,0.076229447,-0.231282209,7,-0.363636364,-0.125,3,0,2,13,1.166666667,-0.277777778,83,-0.045977011,0.050632911,11.9,4,2,113,-104,-135,0.954130344,-0.020777278,0.009076015,0,-0.181818182,0,,,,0,0,0,Idaho nonmetropolitan area,,3/19/2023
12/1/2014,12/31/2014,30,county,5,1875,f,"Nye County, NV",,Nevada,NV,Multi-Family (2-4 Unit),4,119000,-0.446254072,-0.278787879,172450,0.078149422,0.0778125,62.79683377,-0.119850799,0.717969137,88.61190347,-0.018523348,0.094061635,1,0,-0.666666667,,,,3,0.5,2,11,0.375,-0.083333333,11,3,7,569,423,519,0.991666667,0.014404275,-0.016884115,0,0,-0.333333333,0.090909091,,,,,,"Pahrump, NV",37220,3/19/2023
