period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
11/1/2018,11/30/2018,30,county,5,2036,f,"Davie County, NC",,North Carolina,NC,Townhouse,13,185000,0.267123288,0.622807018,189000,,,64.05817175,-0.484024589,-0.109366647,104.5817965,,,1,0,0,,,,1,,,2,1,0,2,1,0,96,41,45,0.979354156,0.005371501,0.028561829,0,0,0,,,,,,,"Winston-Salem, NC",49180,3/19/2023
1/1/2023,1/31/2023,30,county,5,2647,f,"Austin County, TX",,Texas,TX,All Residential,-1,387500,0.076388889,0.055858311,321240,0.223794739,-0.170565453,152.2830333,-0.185626376,-0.203237363,190.636235,0.133397395,0.05527121,14,-0.333333333,-0.5625,20,0.176470588,-0.166666667,32,0.066666667,-0.157894737,155,-0.06626506,0.55,11.1,3.2,8,27,-9,-9,0.933104262,-0.024625525,-0.03727566,0.142857143,0.095238095,0.049107143,0.219354839,0.026583754,0.069354839,0.3,-0.052941176,-0.158333333,"Houston, TX",26420,3/19/2023
8/1/2016,8/31/2016,30,county,5,2711,f,"Erath County, TX",,Texas,TX,Single Family Residential,6,175000,0.076923077,0.060606061,158500,-0.094285714,0.004754358,90.59347634,0.018595881,0.029000633,93.56552538,-0.026611434,0.021995857,46,0.069767442,0.277777778,32,-0.135135135,0.185185185,42,-0.25,-0.222222222,162,-0.047058824,-0.084745763,3.5,-0.5,-1.4,50,-5,8,0.933611031,-0.032109249,-0.014084114,0.065217391,-0.027805865,0.009661836,0.271604938,0.024546115,-0.022180372,0.0625,-0.099662162,-0.344907407,"Stephenville, TX",44500,3/19/2023
2/1/2017,2/28/2017,30,county,5,581,f,"Jackson County, GA",,Georgia,GA,Single Family Residential,6,195000,0.048668997,0.089385475,210000,0.076923077,0.180438449,88.03975201,-0.01446061,0.064682147,90.78467153,-0.043875181,0.039761406,107,0.188888889,0.229885057,76,-0.11627907,0.151515152,154,0.140740741,0.047619048,496,0.002020202,-0.046153846,4.6,-0.9,-1.4,69,-10,-27,0.982149156,0.007085187,0.021954177,0.158878505,0.058878505,0.043935976,0.163306452,0.034013522,-0.602078164,0.342105263,0.051407589,-0.0215311,"Jefferson, GA",27600,3/19/2023
9/1/2022,9/30/2022,30,county,5,433,f,"Kent County, DE",,Delaware,DE,Townhouse,13,245000,-0.039215686,0.096442157,310000,-0.004815409,0.008130081,156.0121766,0.114573478,0.219708033,171.092952,-0.046168447,0.067476893,39,0.114285714,0.21875,30,-0.347826087,-0.032258065,27,-0.470588235,-0.372093023,45,-0.1,0.022727273,1.2,-0.2,-0.2,12,-23,1,0.994617337,0.0033666,-0.032280497,0.256410256,-0.029304029,-0.337339744,0.222222222,-0.137777778,0.063131313,0.466666667,-0.098550725,-0.178494624,"Dover, DE",20100,3/19/2023
9/1/2017,9/30/2017,30,county,5,1141,f,"Elliott County, KY",,Kentucky,KY,Single Family Residential,6,134000,-0.095205942,,,,,81.70731707,-0.172444459,,,,,1,0,,,,,,,,2,-0.333333333,,2,-1,,136,92,,0.915300546,-0.085375129,,0,-1,,,,,,,,Kentucky nonmetropolitan area,,3/19/2023
2/1/2012,2/29/2012,30,county,5,2744,f,"Hays County, TX",,Texas,TX,Multi-Family (2-4 Unit),4,186375,,,199900,,,77.8911214,,,103.0532463,,,4,,,1,,,2,,,11,,,2.8,,,47,,,0.962172704,,,0,,,,,,0,,,"Austin, TX",12420,3/19/2023
11/1/2018,11/30/2018,30,county,5,2664,f,"Brown County, TX",,Texas,TX,All Residential,-1,155950,0.113928571,0.437327189,145000,0.116458133,0.27753304,81.60309356,0.057576093,0.143625304,89.15971777,0.09673805,0.254787371,26,-0.365853659,-0.315789474,21,-0.382352941,0,63,1.1,0.96875,199,0.130681818,0.052910053,7.7,3.4,2.7,83,21,26,0.959793534,0.02380615,0.021958186,0.038461538,-0.034709193,-0.093117409,0.120603015,-0.100987894,-0.043418149,0.19047619,0.072829132,0,"Brownwood, TX",15220,3/19/2023
5/1/2018,5/31/2018,30,county,5,720,f,"Cass County, IL",,Illinois,IL,All Residential,-1,34944.5,-0.500792857,-0.449259259,61250,-0.31868743,-0.453125,15.40035418,-0.612430234,-0.696179472,40.28445513,-0.371311562,-0.223848698,2,-0.5,-0.6,2,1,,4,-0.428571429,-0.5,28,0.037037037,-0.034482759,14,7.2,8.2,62,-234,-586,1.044223058,0.09776422,0.141346018,0.5,0.25,0.5,,,,0,0,,Illinois nonmetropolitan area,,3/19/2023
7/1/2022,7/31/2022,30,county,5,2918,f,"Utah County, UT",,Utah,UT,Townhouse,13,450000,-0.02173913,0.133501259,520796,-0.035562963,0.096412632,217.1645335,-0.023963418,0.109644287,218.8328912,0.016045984,0.093745097,162,-0.035714286,-0.185929648,145,-0.058441558,-0.25257732,192,-0.123287671,-0.131221719,406,0.08847185,0.492647059,2.5,0.3,1.1,20,7,10,1.010073451,-0.002067014,-0.015519177,0.425925926,-0.080026455,-0.177089149,0.830049261,0.328708779,0.723431614,0.303448276,-0.151097179,-0.335726982,"Provo, UT",39340,3/19/2023
2/1/2021,2/28/2021,30,county,5,2936,f,"Windsor County, VT",,Vermont,VT,All Residential,-1,308750,0.121605667,0.470238095,304500,-0.16,0.196463654,173.0055113,0.080815342,0.51070884,184.5007949,0.063099625,0.159719282,66,-0.24137931,0.081967213,47,-0.020833333,1.043478261,100,0.470588235,0.136363636,317,0.029220779,-0.407476636,4.8,1.3,-4,117,21,-31,0.972100242,-0.002480904,0.028851297,0.196969697,-0.055903866,0.065822156,0.063091483,0.004649924,-0.022889826,0.425531915,0.217198582,0.16466235,"Lebanon, NH",30100,3/19/2023
12/1/2019,12/31/2019,30,county,5,1198,f,"Muhlenberg County, KY",,Kentucky,KY,All Residential,-1,84500,0.044822257,,89000,-0.251471825,,57.75,0.553689796,,58.23529412,0.006217149,,13,1.166666667,,6,5,,7,-0.65,,106,-0.053571429,,8.2,-10.5,,117,-143,,0.916623227,0.053702424,,0,-0.166666667,,,,,0,0,,"Central City, KY",16420,3/19/2023
5/1/2020,5/31/2020,30,county,5,559,f,"Fayette County, GA",,Georgia,GA,Single Family Residential,6,328500,-0.112162162,-0.039473684,349900,0.060624432,0.004017217,130.2895199,0.020431644,0.071602538,135.8018833,0.037287398,0.075549282,141,0.02919708,-0.4,167,0.27480916,-0.121052632,225,0.363636364,-0.184782609,487,-0.00204918,-0.074144487,3.5,-0.1,1.3,26,-6,-10,0.98419668,-0.00164765,0.003233691,0.177304965,0.002122483,0.032624113,0.266940452,0.055874878,-0.061956887,0.437125749,0.01727842,-0.036558462,"Atlanta, GA",12060,3/19/2023
1/1/2016,1/31/2016,30,county,5,2361,f,"Adams County, PA",,Pennsylvania,PA,Single Family Residential,6,180000,0.052631579,0.136005049,162600,-0.014545455,-0.070325901,96.51898734,0.047012306,0.085907682,94.44498711,0.001145211,-0.146169761,55,-0.495412844,-0.166666667,35,0.296296296,0.25,75,0.209677419,0.02739726,508,-0.048689139,-0.104056437,9.2,4.3,0.6,103,17,-4,0.962340277,0.010552673,-0.001582074,0.181818182,0.108423686,0.090909091,,,,0.342857143,-0.101587302,0.164285714,"Gettysburg, PA",23900,3/19/2023
6/1/2013,6/30/2013,30,county,5,3092,f,"Mason County, WA",,Washington,WA,All Residential,-1,156000,0.040693796,-0.12849162,173000,-0.088994207,-0.130653266,103.5822184,-0.005610703,0.026474412,118.4305256,-0.028131489,0.001331038,59,-0.169014085,-0.144927536,54,-0.052631579,0.35,159,-0.126373626,0.11971831,708,0.061469265,0.042709867,12,2.6,2.2,81,-19,13,0.964599105,0.011060144,0.017450814,0.118644068,0.034137026,0.017194792,0.214689266,0.012290465,-0.00916935,0.333333333,0.087719298,0.083333333,"Shelton, WA",43220,3/19/2023
8/1/2019,8/31/2019,30,county,5,856,f,"Kosciusko County, IN",,Indiana,IN,Multi-Family (2-4 Unit),4,35000,-0.666666667,,183700,-0.028042328,,24.44134078,-0.555400372,,106.4196995,0.085661653,,3,0,,2,0,,2,0,,7,0,,2.3,0,,32,-32,,0.972848789,0.066195525,,0,0,,,,,0,0,,"Warsaw, IN",47700,3/19/2023
3/1/2017,3/31/2017,30,county,5,223,f,"Pima County, AZ",,Arizona,AZ,Multi-Family (2-4 Unit),4,160375,0.008647799,0.267786561,214900,0.048292683,0.102051282,76.92299115,-0.036875626,-0.033990344,122.4465486,-0.003732819,0.08607915,26,1.166666667,0.368421053,13,0.444444444,-0.235294118,29,-0.256410256,0.318181818,105,0.060606061,0,4,-4.3,-1.5,44,-5,-30,0.957906733,-0.031628366,-0.005835923,0.038461538,-0.378205128,-0.01417004,0.152380952,0.091774892,-0.028571429,0.076923077,-0.256410256,-0.099547511,"Tucson, AZ",46060,3/19/2023
1/1/2023,1/31/2023,30,county,5,2728,f,"Gonzales County, TX",,Texas,TX,All Residential,-1,165000,0,0.170212766,105000,-0.627989371,-0.75862069,110,-0.163065796,0.230114286,96.52509653,-0.118361906,-0.446589447,3,-0.5,-0.666666667,5,0.25,0,10,1.5,0.111111111,25,0,-0.038461538,8.3,4.1,5.4,19,-58,-15,0.953184071,0.120474678,-0.004852087,0.333333333,0.333333333,0.222222222,0.24,-0.04,0.124615385,0.6,0.6,0.4,Texas nonmetropolitan area,,3/19/2023
7/1/2022,7/31/2022,30,county,5,801,f,"Tazewell County, IL",,Illinois,IL,All Residential,-1,142950,-0.08658147,-0.034121622,157500,0.016785023,0.050700467,91.77392685,-0.001593894,0.038526651,92.94852732,-0.025863713,0.084658107,204,-0.221374046,-0.13559322,192,-0.19665272,0.297297297,234,-0.11026616,-0.052631579,283,0.123015873,-0.450485437,1.4,0.4,-0.8,18,6,-40,1.001041842,-0.000276795,0.006151655,0.401960784,-0.010252956,0.113825191,0.356890459,-0.067712715,,0.458333333,-0.031206416,0.431306306,"Peoria, IL",37900,3/19/2023
3/1/2017,3/31/2017,30,county,5,566,f,"Glynn County, GA",,Georgia,GA,All Residential,-1,270000,0.055718475,0.40625,284900,-0.015719468,-0.030952381,127.688172,0.036922899,0.274945276,144.745406,-0.042750382,-0.006192462,175,0.166666667,0.241134752,84,0.615384615,0.3125,221,0.284883721,-0.055555556,899,-0.014254386,-0.162162162,5.1,-1,-2.5,120,-41,-17,0.959477729,-0.000615759,0.019834008,0.165714286,-0.034285714,0.030962513,,,,0.154761905,0.058608059,0.076636905,"Brunswick, GA",15260,3/19/2023
4/1/2019,4/30/2019,30,county,5,1425,f,"Shiawassee County, MI",,Michigan,MI,Multi-Family (2-4 Unit),4,79950,,0.081135903,124900,,-0.074814815,49.30525728,,0.323378355,92.69532329,,0.073650626,4,,1,2,,,1,,-0.5,4,,-0.2,1,,-1.5,108,,-613,0.959055674,,-0.000308283,0.25,,0.25,,,,0,,,"Lansing, MI",29620,3/19/2023
2/1/2016,2/29/2016,30,county,5,358,f,"Ventura County, CA",,California,CA,All Residential,-1,509500,-0.038679245,0.050515464,539925,0.018736026,0.039317651,303.1669271,-0.010628045,0.0197433,315.1212121,-0.001400743,0.03388405,506,0.012,0.081196581,586,0.308035714,0.019130435,813,0.141853933,0.072559367,1578,0.031372549,-0.065165877,3.1,0,-0.5,47,5,7,0.981059507,-0.000640305,-0.001433166,0.193675889,0.017675889,0.009915206,0.224334601,0.006687542,0.000993369,0.537542662,0.131292662,0.031455706,"Oxnard, CA",37100,3/19/2023
1/1/2017,1/31/2017,30,county,5,1394,f,"Livingston County, MI",,Michigan,MI,Single Family Residential,6,221750,-0.113,0.103371066,249450,-0.0022,0.109159627,132.960199,-0.029381854,0.187777778,132.8185197,-0.071199163,0.033182252,159,-0.371541502,-0.075581395,139,-0.054421769,0.0859375,184,0.218543046,-0.070707071,523,-0.075971731,-0.256045519,3.3,1.1,-0.8,45,9,-12,0.977762493,-0.002422181,0.000701757,0.220125786,0.042260174,0.051521135,0.21414914,0.063972461,0.050564502,0.402877698,-0.093720942,-0.034622302,"Warren, MI",47664,3/19/2023
11/1/2021,11/30/2021,30,county,5,2830,f,"Randall County, TX",,Texas,TX,All Residential,-1,245000,0.042553191,0.2570549,299000,0.031034483,0.616216216,125.5526083,-0.079448276,0.140172426,136.2186788,0.040779678,0.280048211,23,0,0.210526316,20,-0.130434783,0.176470588,37,0.761904762,1.642857143,71,0.245614035,0.613636364,3.1,0.6,0.8,46,2,-17,,,,0,0,0,,,,0,-0.043478261,0,"Amarillo, TX",11100,3/19/2023
7/1/2015,7/31/2015,30,county,5,1581,f,"Simpson County, MS",,Mississippi,MS,All Residential,-1,108750,-0.222936763,-0.046052632,110750,-0.103238866,-0.086221122,77.56474746,0.059617742,0.088628035,73.09230533,-0.131305284,-0.001071827,6,0.5,-0.142857143,4,0.333333333,1,8,-0.384615385,-0.333333333,58,-0.033333333,-0.049180328,9.7,-5.3,1,82,27,-56,0.994876705,0.049352216,0.03547924,0.333333333,0.333333333,0.19047619,,,,0,0,0,"Jackson, MS",27140,3/19/2023
4/1/2018,4/30/2018,30,county,5,1901,f,"Mercer County, NJ",,New Jersey,NJ,Multi-Family (2-4 Unit),4,98900,-0.001640379,0.454411765,299900,-0.016560092,0.052650053,36.83774834,-0.323032385,0.029782511,174.3854084,-0.009295346,0.026100435,15,0.25,0.666666667,5,-0.375,-0.545454545,18,0.125,0.2,80,0.111111111,0.538461538,5.3,-0.7,-0.5,26,-29,-152,0.976449925,-0.035586666,0.063899133,0.466666667,-0.116666667,0.244444444,0.1625,0.051388889,-0.145192308,0.4,0.15,-0.054545455,"Trenton, NJ",45940,3/19/2023
3/1/2021,3/31/2021,30,county,5,1820,f,"Kearney County, NE",,Nebraska,NE,Single Family Residential,6,171000,1.011764706,0.179310345,132500,-0.253310792,-0.196726281,71.48829431,0.182500492,-0.118529655,69.3175712,0.041410986,-0.060221285,1,-0.666666667,-0.8,1,,-0.5,7,0.75,0.75,14,0.75,0.555555556,14,11.3,12.2,81,-55,-68,1.008849558,0.116433332,0.021232818,1,1,0.8,,,,0,,0,"Kearney, NE",28260,3/19/2023
6/1/2019,6/30/2019,30,county,5,2183,f,"Fayette County, OH",,Ohio,OH,Single Family Residential,6,125000,0.068376068,-0.106504646,129700,-0.038547072,0.065735415,73.89053254,-0.140318029,-0.178648396,85.36446469,-0.135535308,0.049358298,29,-0.216216216,-0.121212121,24,0.043478261,-0.225806452,33,-0.057142857,0.178571429,73,-0.039473684,-0.284313725,2.5,0.4,-0.6,44,-6,-5,0.967797769,-0.007315538,-0.014510025,0.275862069,0.140726934,0.094043887,0.369863014,0.198810382,0.144372818,0.25,0.119565217,0.120967742,"Washington Court House, OH",47920,3/19/2023
7/1/2014,7/31/2014,30,county,5,2293,f,"McIntosh County, OK",,Oklahoma,OK,All Residential,-1,186250,0.432637206,1.069444444,147900,0.195151515,0.038259038,99.90262567,0.127285523,0.699955969,78.7004662,-0.044147065,0.005249104,16,0.142857143,0.777777778,4,0.333333333,3,18,0.285714286,0.5,89,-0.021978022,0.816326531,5.6,-0.9,0.2,113,11,-48,0.959393941,-0.010857516,0.060234173,0.0625,-0.008928571,0.0625,,,,0,0,-1,Oklahoma nonmetropolitan area,,3/19/2023
5/1/2021,5/31/2021,30,county,5,2832,f,"Real County, TX",,Texas,TX,Single Family Residential,6,315000,1.395437262,2.9375,,,,149.1477273,-0.36293095,0.073863636,,,,3,-0.25,2,2,-0.6,,,,,6,-0.25,-0.454545455,2,0,-9,45,-19,-169,0.928993801,0.003047413,-0.071006199,0,0,0,,,,0,0,,Texas nonmetropolitan area,,3/19/2023
11/1/2012,11/30/2012,30,county,5,1149,f,"Garrard County, KY",,Kentucky,KY,All Residential,-1,117500,-0.195205479,-0.145454545,117250,0.173673674,-0.157081237,63.15789474,-0.072911637,-0.152981878,61.56,0.037892518,0.029730909,13,0.181818182,0.3,9,0.8,0.5,17,-0.32,0.545454545,142,-0.053333333,0.136,10.9,-2.7,-1.6,155,13,104,0.865912033,-0.103266271,-0.063663447,0,-0.181818182,0,,,,0.333333333,-0.066666667,0.333333333,Kentucky nonmetropolitan area,,3/19/2023
5/1/2015,5/31/2015,30,county,5,2527,f,"Minnehaha County, SD",,South Dakota,SD,Townhouse,13,160577,0.060264114,0.016310127,179900,0,0.09734265,103.565365,0.090625438,0.249811496,97.96296296,-0.011544878,0.039964257,25,1.5,3.166666667,12,1.4,5,18,-0.052631579,-0.217391304,78,-0.060240964,0.098591549,3.1,-5.2,-8.7,72,-6,-24,0.995191357,0.006024576,0.002083746,0.2,0.2,0.033333333,,,,0,0,0,"Sioux Falls, SD",43620,3/19/2023
7/1/2019,7/31/2019,30,county,5,3009,f,"Prince William County, VA",,Virginia,VA,Condo/Co-op,3,204000,-0.035460993,-0.050721266,375000,-0.01055409,0.042542692,190.6577693,-0.002830152,0.087455425,170.4291593,0.002243056,0.002609183,55,0.447368421,0.12244898,45,-0.117647059,0.216216216,33,-0.431034483,-0.45,55,-0.225352113,-0.345238095,1,-0.9,-0.7,32,9,12,0.996483639,-0.000658285,0.003299472,0.272727273,-0.06937799,0.150278293,0.181818182,-0.043533931,-0.115800866,0.222222222,-0.169934641,-0.129129129,"Washington, DC",47894,3/19/2023
3/1/2017,3/31/2017,30,county,5,326,f,"Merced County, CA",,California,CA,Single Family Residential,6,239550,-0.001875,0.162864078,250888,0.127589051,0.091173209,146.5961146,-0.008614422,0.12200166,150.5646173,0.029324716,0.106649937,185,0.25,-0.119047619,172,0.28358209,-0.196261682,273,0.664634146,0.034090909,462,0.074418605,-0.090551181,2.5,-0.4,0.1,32,9,-9,0.975181528,-0.008544828,5.00E-05,0.237837838,-0.025675676,-0.033590734,0.24025974,0.065841136,0.063094386,0.488372093,0.070461645,-0.00695501,"Merced, CA",32900,3/19/2023
11/1/2018,11/30/2018,30,county,5,566,f,"Glynn County, GA",,Georgia,GA,All Residential,-1,251000,0.035051546,0.146118721,268250,-0.102842809,-0.07499681,142.1052632,0.137246571,0.16633565,142.9850746,-0.054644135,0.056183085,121,-0.090225564,-0.090225564,68,-0.028571429,0.096774194,154,-0.06097561,0.107913669,876,-0.027746948,0.012716763,7.2,0.4,0.7,129,30,25,0.954092801,-0.008496072,-0.011827727,0.115702479,0.002920524,-0.01211707,,,,0.161764706,0.07605042,0.04886148,"Brunswick, GA",15260,3/19/2023
6/1/2012,6/30/2012,30,county,5,2341,f,"Josephine County, OR",,Oregon,OR,Multi-Family (2-4 Unit),4,196000,0.306666667,0.562998405,195000,-0.020100503,0.054624121,88.10466538,0.302733811,,106.5674685,-0.079216929,-0.123912503,2,0,1,,,,5,1.5,0.25,18,0.125,-0.217391304,9,1,-14,1297,49,1242,0.933166675,0.093418114,-0.112704885,0,0,-1,,,,,,,"Grants Pass, OR",24420,3/19/2023
11/1/2015,11/30/2015,30,county,5,2191,f,"Hancock County, OH",,Ohio,OH,Condo/Co-op,3,125250,-0.061797753,0.26899696,122450,-0.098969831,0.225725726,87.2081026,-0.092573437,0.361971523,82.91660239,0.052196555,0.128813212,6,0,2,4,-0.2,1,2,-0.75,1,19,-0.173913043,-0.269230769,3.2,-0.6,-9.8,74,27,20,0.953914214,-0.034947708,-0.028847946,0,-0.166666667,0,,,,0.25,0.05,0.25,"Findlay, OH",22300,3/19/2023
11/1/2019,11/30/2019,30,county,5,2059,f,"Lee County, NC",,North Carolina,NC,Single Family Residential,6,189000,0.027173913,0.421052632,215000,0.162790698,0.265450265,106.1756601,0.030019312,0.181698326,98.43154631,-0.104144771,-0.002272992,44,-0.063829787,0.157894737,29,-0.194444444,0.16,39,-0.277777778,-0.264150943,214,-0.061403509,0.059405941,4.9,0,-0.4,72,9,-17,0.966276707,-0.002030041,-0.000897077,0.204545455,-0.029497099,0.046650718,,,,0.068965517,0.041187739,0.028965517,"Sanford, NC",41820,3/19/2023
12/1/2017,12/31/2017,30,county,5,2932,f,"Orleans County, VT",,Vermont,VT,All Residential,-1,215250,0.585635359,0.661520648,168950,0.07611465,0.092113769,113.5844749,0.399734924,0.322600894,91.00453506,-0.011167576,0.02489979,25,-0.21875,0.388888889,4,-0.636363636,0.333333333,24,0.2,0.333333333,299,-0.056782334,0.017006803,12,2.1,-4.3,205,83,-37,0.928310208,-0.008051332,0.010232375,0.04,-0.05375,-0.015555556,0.066889632,-0.040365888,0.002263782,0,-0.181818182,0,Vermont nonmetropolitan area,,3/19/2023
4/1/2015,4/30/2015,30,county,5,1515,f,"Winona County, MN",,Minnesota,MN,All Residential,-1,150000,0.304347826,0.111111111,139900,-0.151607035,-0.060758644,82.45048365,0.107355801,0.093526063,84.03669687,-0.035956383,0.08080337,43,0.162162162,0.075,42,0.826086957,1.210526316,76,0.288135593,0.461538462,161,0.059210526,-0.31779661,3.7,-0.4,-2.2,226,18,-41,0.960316402,0.002127363,0.002836506,0.11627907,-0.099937146,-0.03372093,0.229813665,0.045603138,0.056084851,0.428571429,0.298136646,0.218045113,"Winona, MN",49100,3/19/2023
5/1/2013,5/31/2013,30,county,5,876,f,"Pike County, IN",,Indiana,IN,All Residential,-1,19000,2.114754098,,6300,,,16.29502573,1.398841493,,5.748175182,,,1,0,,,,,1,,,1,0,,1,0,,141,87,,0.95,-0.066666667,,0,-1,,,,,,,,"Jasper, IN",27540,3/19/2023
11/1/2018,11/30/2018,30,county,5,1866,f,"Douglas County, NV",,Nevada,NV,Single Family Residential,6,437500,-0.006810443,0.048029704,499500,0.009090909,0.249062266,240.1136194,0.062976567,0.102193775,253.9982528,0.00914362,0.147777612,74,-0.177777778,-0.139534884,48,-0.314285714,-0.142857143,84,-0.086956522,0.063291139,354,-0.035422343,-0.005617978,4.8,0.7,0.7,81,21,-6,0.981660954,0.012421293,0.003075072,0.135135135,0.001801802,0.0769956,0.129943503,-0.098939331,0.014774963,0.125,-0.032142857,-0.089285714,"Gardnerville Ranchos, NV",23820,3/19/2023
5/1/2021,5/31/2021,30,county,5,1660,f,"Macon County, MO",,Missouri,MO,Single Family Residential,6,136700,0.05234796,0.09447558,194200,0.765454545,0.622389307,72.52247776,0.080584919,0.009186029,85.36305147,0.427652902,0.241502663,14,-0.263157895,0.555555556,6,-0.25,0.2,12,-0.294117647,-0.333333333,28,-0.066666667,-0.450980392,2,0.4,-3.7,101,-50,12,,,,0,0,-0.111111111,,,,0.166666667,0.166666667,0.166666667,Missouri nonmetropolitan area,,3/19/2023
12/1/2021,12/31/2021,30,county,5,3098,f,"Skagit County, WA",,Washington,WA,Single Family Residential,6,516000,0.026865672,0.172727273,502000,0.024594346,0.154022989,304.7042321,0.049408487,0.162638599,323.2690713,0.070796701,0.155811264,162,0.102040816,-0.119565217,102,-0.281690141,-0.13559322,81,-0.289473684,-0.325,83,-0.341269841,-0.265486726,0.5,-0.4,-0.1,10,0,-1,1.01377011,0.003407721,0.00836787,0.481481481,0.005291005,0.003220612,0.265060241,-0.028590553,0.141166436,0.568627451,-0.128555648,-0.143236956,"Mount Vernon, WA",34580,3/19/2023
4/1/2015,4/30/2015,30,county,5,2918,f,"Utah County, UT",,Utah,UT,Condo/Co-op,3,139900,0.0503003,0.067938931,249900,0,0.020416497,116.8133709,0.072222153,0.052125948,102.6235741,0.009215246,0.069167093,64,0.142857143,0.361702128,98,1.227272727,1.390243902,110,0.037735849,0.341463415,251,-0.066914498,-0.077205882,3.9,-0.9,-1.9,64,-2,2,0.99064915,0.009893001,0.016197578,0.25,0.089285714,0.164893617,0.139442231,,,0.163265306,0.095083488,0.041314087,"Provo, UT",39340,3/19/2023
4/1/2014,4/30/2014,30,county,5,773,f,"Marshall County, IL",,Illinois,IL,Single Family Residential,6,70000,-0.416666667,0.717791411,86900,-0.243690165,-0.130565283,29.94011976,-0.587766616,-0.102245083,56.92859112,-0.030018818,-0.129996242,13,0.444444444,0.083333333,1,-0.5,-0.75,18,0.285714286,0.5,103,0.084210526,0.119565217,7.9,-2.7,0.2,448,208,-138,0.882785615,-0.038750486,0.057737681,0,0,0,,,,0,0,0,"Peoria, IL",37900,3/19/2023
1/1/2019,1/31/2019,30,county,5,2382,f,"Dauphin County, PA",,Pennsylvania,PA,Multi-Family (2-4 Unit),4,87500,0.206896552,-0.352973365,159000,0.135714286,0.106471816,47.5199894,0.64386366,0.148739986,89.19393784,0.026468134,-0.007100675,2,-0.5,0,4,0,-0.2,4,3,-0.5,15,-0.25,-0.347826087,7.5,2.5,-4,220,146,141,0.748836214,-0.128765714,-0.116408214,0,0,0,0.333333333,-0.016666667,,0.25,0,0.05,"Harrisburg, PA",25420,3/19/2023
9/1/2013,9/30/2013,30,county,5,2926,f,"Chittenden County, VT",,Vermont,VT,Townhouse,13,206000,-0.174183203,0.085638999,269900,0.058431373,0.038476337,150,0.066552168,0.135104147,148.4586466,-0.079227544,0.016761797,31,-0.354166667,0.192307692,16,-0.428571429,1,26,-0.212121212,0.625,122,-0.031746032,0.370786517,3.9,1.3,0.5,88,16,-27,0.979609309,-0.00609049,0.002400641,0.064516129,-0.018817204,0.026054591,,,,0,0,0,"Burlington, VT",15540,3/19/2023
2/1/2012,2/29/2012,30,county,5,559,f,"Fayette County, GA",,Georgia,GA,Single Family Residential,6,160000,-0.044776119,-0.288888889,189000,-0.016905072,0.022174148,71.296,0.09510656,-0.118181053,73.57837985,-0.103241008,-0.084851547,95,0.233766234,0.091954023,53,0.06,0.558823529,156,0.122302158,0.130434783,682,-0.010159652,-0.229378531,7.2,-1.7,-3,124,13,19,0.958012469,0.022012694,0.009498368,0.157894737,-0.036910458,0.042952208,0.231671554,-0.036833526,-0.04064483,0.188679245,-0.011320755,0.012208657,"Atlanta, GA",12060,3/19/2023
4/1/2016,4/30/2016,30,county,5,3073,f,"Benton County, WA",,Washington,WA,Multi-Family (2-4 Unit),4,70000,,,,,,68.62745098,,,,,,1,,,1,,,,,,,,,,,,60,,,1.081916538,,,1,,,,,,0,,,"Kennewick, WA",28420,3/19/2023
3/1/2012,3/31/2012,30,county,5,1555,f,"Lauderdale County, MS",,Mississippi,MS,All Residential,-1,72000,,,,,,37.38317757,,,,,,1,,,,,,,,,3,,,3,,,94,,,1,,,0,,,,,,,,,"Meridian, MS",32940,3/19/2023
7/1/2021,7/31/2021,30,county,5,984,f,"Poweshiek County, IA",,Iowa,IA,All Residential,-1,202000,0.422535211,0.224242424,204500,0.158640227,0.258848877,138.4863124,0.121512104,0.118832628,150.1913265,0.189140535,0.192514726,35,0.296296296,-0.054054054,24,0.142857143,0.142857143,25,0.041666667,0.25,64,-0.135135135,-0.296703297,1.8,-0.9,-0.7,62,-7,-12,0.981097052,0.03295668,0.034654124,0.4,0.214814815,0.345945946,,,,0,0,0,Iowa nonmetropolitan area,,3/19/2023
